Feature,Importance
ntN,-0.0059920592929410795
SHBint2,-0.0062725600813742476
ATSm1,-0.006299341035312971
SsOH,-0.006303360451828055
ndO,-0.006335269704783182
ETA_Beta_ns,-0.0063782447633312
maxsssCH,-0.006588914076249651
ETA_dPsi_A,-0.006829216347523078
MDEN-13,-0.006841309336674739
SddssS,-0.006980456727986523
StsC,-0.007113092802129621
minHBint4,-0.007190736584174435
ETA_dAlpha_B,-0.007402780969861408
ETA_AlphaP,-0.0074362899115928425
nHBint2,-0.007730712201631457
maxHtCH,-0.007944829726909228
minHtCH,-0.007944829726909228
SHtCH,-0.007944829726909266
ntCH,-0.008082474516869524
nHtCH,-0.008082474516870839
maxHBint2,-0.008292583379291625
SHsNH3p,-0.008302207460757187
minHsNH3p,-0.008302207460757193
maxHsNH3p,-0.008302207460757197
SsOm,-0.008407344836600716
maxHBint7,-0.00841838397823917
ETA_EtaP,-0.008688066261805606
minHBint8,-0.00889378272461104
ETA_dBeta,-0.009008691934264146
SHdsCH,-0.009079238398654012
MLFER_S,-0.009270550098071002
nAtomP,-0.009295286500863795
SHsssNHp,-0.009504492330531227
maxHsssNHp,-0.009504492330531272
minHsssNHp,-0.009504492330531274
maxHother,-0.009512680824039414
SsssAs,-0.00970766469371843
SsssCH,-0.009840998716024587
nHBint10,-0.009915338930572344
VCH-4,-0.009993111070688294
nBonds2,-0.010033909912949545
minddssS,-0.010081209498191532
nT12HeteroRing,-0.010120604978196706
maxHBint6,-0.010261015675669474
nF12Ring,-0.010559214159036413
ATSm2,-0.01143770866251142
SsNH2,-0.01151531695713355
maxsOm,-0.01193412180623713
mintN,-0.012375847136366813
maxtN,-0.012375847136366813
XLogP,-0.013164730742307573
nAtomLAC,-0.013177688812819593
SdsssP,-0.013357165982003946
mindssS,-0.013488871896725015
SdssS,-0.01348887189672507
BCUTp-1h,-0.013531657862881524
nHsNH3p,-0.013694362821866734
nsNH3p,-0.013694362821867609
nHeavyAtom,-0.013761363334726249
MDEC-34,-0.014721735636135224
ETA_dAlpha_A,-0.014836178330584081
ETA_Epsilon_1,-0.01485166219001395
minsNH2,-0.014933146770035483
SwHBd,-0.01518462124320578
apol,-0.01519602967932787
ATSc3,-0.015279179723014812
nBondsM,-0.01566924087295286
minHBint3,-0.015816283344714695
ATSc5,-0.01590080561076721
nwHBd,-0.01635060598853104
Zagreb,-0.016729197075931228
SHBa,-0.01728328421224838
SHCsatu,-0.017433041668843838
ETA_EtaP_L,-0.017784183092617277
LipinskiFailures,-0.017920616157079253
MDEN-12,-0.0180831544136913
SssO,-0.018157066854199686
nHBa,-0.01831496351111424
ETA_dEpsilon_A,-0.018596619586719876
minsI,-0.018904769500694814
nF10Ring,-0.01898109051871799
nT10Ring,-0.01898109051871799
globalTopoChargeIndex,-0.0191570104020804
ETA_Epsilon_4,-0.019251551876334243
maxdssC,-0.019646039000574836
maxHBint9,-0.020064482880753694
SsSH,-0.020152501027881367
nT9HeteroRing,-0.02020808599467005
nHBint3,-0.020860834947226903
nT8HeteroRing,-0.0210561701002305
nF9Ring,-0.02121350355023314
C1SP1,-0.021225045003822288
ndsCH,-0.022034478293029236
nHdsCH,-0.022034478293029895
nFG12Ring,-0.022055488814196948
minHsOH,-0.02218284585971629
gmax,-0.02312143366851243
maxdCH2,-0.023378516516116363
maxHCHnX,-0.023955764859279336
nO,-0.024302171979700537
maxssO,-0.02439053704181115
maxsCH3,-0.024418732172810136
maxHssNH,-0.02457729196936384
nTG12Ring,-0.025399678296026438
MLFER_L,-0.025545098699044956
nBondsT,-0.02577920236901846
nF6Ring,-0.025926609502625254
n9Ring,-0.026003664778556063
n9HeteroRing,-0.026003664778556063
nddssS,-0.02623621656137195
SHsNH2,-0.02636199262063745
MDEO-12,-0.026686388986199055
mintCH,-0.02695223823895097
maxtCH,-0.02695223823895097
StCH,-0.02695223823895104
ETA_Shape_X,-0.02710188772201051
nI,-0.027694140919697786
nsI,-0.02769436770826321
WTPT-3,-0.027991644350611994
nsF,-0.028158315776870016
nRotB,-0.028241583771381654
mindsssP,-0.028568999477361277
BCUTp-1l,-0.029387846970925904
mindCH2,-0.0295007274928534
maxHsOH,-0.030032910018665895
nsssN,-0.03171878184538753
nsNH2,-0.031858978089871696
nHsNH2,-0.03185897808987219
C2SP1,-0.03218483109887095
Kier2,-0.03240387124659469
SP-7,-0.032582025327297176
DELS2,-0.032680188535502704
maxHsNH2,-0.03300798165523853
ETA_Epsilon_2,-0.033134113927704635
mindsN,-0.033239900807246786
minHCHnX,-0.033486873984844116
C4SP3,-0.03381481245119148
ETA_Eta,-0.03442261505984613
MDEC-11,-0.03464489221869845
SPC-5,-0.03663360080413231
nH,-0.036957312141301685
SCH-7,-0.037248331736994794
ETA_dEpsilon_D,-0.03761122099729583
n12HeteroRing,-0.0377370873022457
n12Ring,-0.0377370873022457
MLFER_BO,-0.03852256557698428
nHsssNHp,-0.03906895696178814
nsssNHp,-0.03906895696178911
SP-5,-0.03958857798291858
SCH-6,-0.04124903157675727
ETA_Eta_B_RC,-0.04134997713019237
minsNH3p,-0.04140008760499768
maxsNH3p,-0.04140008760499768
SsNH3p,-0.04140008760499779
hmax,-0.04154856937793628
minHsNH2,-0.04269405087914337
minHssNH,-0.044395583682403886
SP-4,-0.044683267624531134
maxwHBd,-0.04486483149343621
nHCsats,-0.04518283240920659
VC-4,-0.04568573641381928
MDEN-11,-0.046701551444003786
nT9Ring,-0.0472171683287884
nT8Ring,-0.047350101466960476
ETA_Eta_B,-0.04737402895261424
nT12Ring,-0.04829630146128217
WTPT-1,-0.048484308326570184
VPC-6,-0.04927507701255096
SssssC,-0.05046650978181737
minssNH,-0.050575510662869694
nAtom,-0.0507183967767363
minHdsCH,-0.0512124407539977
maxsOH,-0.05133653443152294
minssssC,-0.05153193204672595
maxssCH2,-0.05258810514311984
nF,-0.054273820368058154
minwHBd,-0.05439594061900186
VP-5,-0.054567743501989355
VCH-5,-0.056711947618594084
n6HeteroRing,-0.0567187875336818
minHother,-0.05687038710960022
maxsssNHp,-0.0583822113785514
minsssNHp,-0.0583822113785514
SsssNHp,-0.0583822113785514
VP-4,-0.0596985794261017
BCUTw-1l,-0.06244963995936087
SdssC,-0.06300999383795808
maxsBr,-0.06359518200900958
nT7HeteroRing,-0.06473933413541126
nssssNp,-0.06635827999953722
maxdO,-0.06694559966434714
SsI,-0.06717418972382487
nF7Ring,-0.06738446395894049
n5Ring,-0.06876675154007666
nT5Ring,-0.06876675154007666
SssNH,-0.07077305771464196
minsBr,-0.07154003318356214
nS,-0.07363371151108092
ETA_Shape_P,-0.07422053097659334
VCH-7,-0.07513391505699259
nF7HeteroRing,-0.07546842157171048
MDEN-33,-0.07625187551645665
MLFER_BH,-0.07815085549170081
mindsCH,-0.0787553887755106
ETA_Eta_F_L,-0.07945733114303027
VCH-6,-0.07973933129290706
nsCH3,-0.08103265781001386
ATSc4,-0.08172013992840925
RotBtFrac,-0.08233794619357865
MDEN-22,-0.08285902702221871
minHCsatu,-0.08381906999337328
SP-2,-0.08522818733145694
n8Ring,-0.0878786211005838
n8HeteroRing,-0.08850751316460459
nF11HeteroRing,-0.08953740969987008
nT11HeteroRing,-0.08953740969987008
SP-6,-0.09574513076394525
VP-3,-0.10412827723806466
LipoaffinityIndex,-0.10712135562347984
SssssNp,-0.10872099787203493
ndsN,-0.1097137991168756
minssssNp,-0.11079962460459536
maxssssC,-0.11161258061882126
maxssssNp,-0.11335325494402185
HybRatio,-0.11739863938085408
nssS,-0.12130989208321172
minsssN,-0.12196012880739543
minHCsats,-0.1311956058200222
MAXDP,-0.13833325678781894
SsBr,-0.14590245011263978
minsF,-0.17737657037131035
SPC-4,-0.18385408004417025
MAXDN2,-0.21004629764856625
